
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..numba/core/ir.py:1026 Var.__init__  252    0.000747  0.001144  0.000005
..python3.6/genericpath.py:16 exists  179    0.000283  0.001143  0.000006
..mize/_lsq/lsq_linear.py:1 <module>  1      0.000018  0.001142  0.001142
..pi.py:1274 PythonAPI._get_function  17     0.000026  0.001140  0.000067
..sSubplot.get_yaxis_text1_transform  22     0.000151  0.001140  0.000052
..es/numba/np/arrayobj.py:4258 _fail  1      0.000005  0.001139  0.001139
..ay_function__ internals>:2 savetxt  1      0.000006  0.001139  0.001139
..arkNrtCallVisitor.visit_BasicBlock  23     0.000326  0.001135  0.000049
.. CFGraph._find_dominators_internal  18     0.000668  0.001133  0.000063
..pyparsing.py:2191 Suppress.__sub__  12     0.000066  0.001131  0.000094
..s.py:1710 IdentityTransform.__eq__  31/29  0.000238  0.001130  0.000036
...py:521 YTick._get_text2_transform  22     0.000058  0.001129  0.000051
..es/numpy/lib/npyio.py:1191 savetxt  1      0.000183  0.001127  0.001127
../transforms.py:971 Bbox.get_points  1688   0.001122  0.001122  0.000001
..es/pycparser/c_lexer.py:9 <module>  1      0.000012  0.001121  0.001121
..b/axis.py:1512 XAxis.convert_units  88     0.000138  0.001121  0.000013
..apper.py:194 PyCallWrapper.get_env  1      0.000017  0.001119  0.001119
..ir/builder.py:204 Builder.function  566    0.000784  0.001112  0.000002
..UContext._insert_get_constant_defn  126    0.000183  0.001111  0.000009
..s.py:1122 Registry.register_global  407    0.000780  0.001111  0.000003
..xternal>:1080 _path_importer_cache  297    0.000299  0.001109  0.000004
.._base.py:2164 _process_single_axis  28     0.000057  0.001108  0.000040
..umpy/core/shape_base.py:286 hstack  32     0.000133  0.001107  0.000035
..lars.py:78 IntegerLiteral.__init__  21     0.000128  0.001104  0.000053
..ib/transforms.py:497 Bbox.anchored  40     0.000369  0.001103  0.000028
..bootstrap>:58 _ModuleLock.__init__  298    0.000711  0.001099  0.000004
../_trustregion_krylov.py:1 <module>  1      0.000008  0.001096  0.001096
...py:171 ByteCodeIter._fetch_opcode  235    0.000274  0.001096  0.000005
..se.py:886 AxesSubplot.set_position  3      0.000007  0.001095  0.000365
../pyparsing.py:3339 Regex.parseImpl  63     0.000350  0.001095  0.000017
..y:944 Text.set_horizontalalignment  186    0.000414  0.001092  0.000006
..7 DistInfoDistribution.__getattr__  415    0.000694  0.001089  0.000003
..py:438 IntegerLiteral.literal_type  372    0.000362  0.001076  0.000003
..ontrolflow.py:261 CFGraph.backbone  6      0.000019  0.001071  0.000178
..offsetbox.py:777 TextArea.__init__  4      0.000051  0.001070  0.000267
..hes.py:346 Rectangle.set_facecolor  24     0.000045  0.001062  0.000044
..eprecate_case_insensitive_join_cap  552    0.000731  0.001062  0.000002
..is.py:1636 XAxis.set_major_locator  32     0.000241  0.001055  0.000033
..sSubplot.get_yaxis_text2_transform  22     0.000123  0.001053  0.000048
...py:1570 XAxis.set_major_formatter  32     0.000050  0.001053  0.000033
..model/models.py:547 ArrayModel._as  9      0.000091  0.001048  0.000116
..e/ir/builder.py:211 Builder.module  307    0.000691  0.001047  0.000003
...py:445 XTick._get_text1_transform  18     0.000059  0.001046  0.000058
...py:400 PassRegistry.is_registered  528    0.000692  0.001043  0.000002
..book/__init__.py:804 Grouper.clean  479    0.000752  0.001043  0.000002
..abstract.py:480 List.initial_value  1846   0.001040  0.001040  0.000001
..context.py:645 Context.unify_pairs  166    0.000241  0.001040  0.000006
..book/__init__.py:1268 is_math_text  260    0.000676  0.001039  0.000004
..ors.py:222 reset_terminal.__exit__  389    0.000802  0.001039  0.000003
..mba/core/cgutils.py:629 pack_array  14     0.000078  0.001035  0.000074
..y:2055 IdentityTransform.transform  250    0.000329  0.001035  0.000004
..anium_mangler.py:86 _escape_string  61     0.000136  0.001032  0.000017
..4 Interpreter.op_POP_JUMP_IF_FALSE  10     0.000019  0.001028  0.000103
..r/values.py:813 Block._format_name  259    0.000550  0.001027  0.000004
../core/types/misc.py:89 Omitted.key  512    0.000736  0.001026  0.000002
..unction__ internals>:2 concatenate  134    0.000327  0.001026  0.000008
...py:761 SetItemConstraint.__call__  3      0.000044  0.001026  0.000342
..CompositeGenericTransform.<lambda>  605..  0.000819  0.001026  0.000002
..owering.py:447 Lower.lower_setitem  1      0.000027  0.001026  0.001026
..arsing.py:4236 MatchFirst.__init__  37     0.000105  0.001021  0.000028
..set.py:16 _IterationGuard.__init__  1414   0.001020  0.001020  0.000001
..Rectangle._bind_draw_path_function  24     0.000265  0.001020  0.000042
..py/core/fromnumeric.py:2418 cumsum  53     0.000104  0.001017  0.000019
..py/core/multiarray.py:468 can_cast  1864   0.001015  0.001015  0.000001
..y:21 Module._fix_metadata_operands  110    0.000581  0.001013  0.000009
..py/core/_ufunc_config.py:32 seterr  110    0.000438  0.001012  0.000009
..atplotlib/legend.py:1052 <genexpr>  16     0.000025  0.001009  0.000063
..465 CPUContext.insert_unique_const  29     0.000091  0.001009  0.000035
..er.py:1597 Interpreter._op_JUMP_IF  10     0.000113  0.001009  0.000101
..otlib/axes/_base.py:221 <listcomp>  4      0.000016  0.001006  0.000251
..86 CPUContext._insert_setattr_defn  126    0.000156  0.001003  0.000008
../numba/core/cgutils.py:837 if_zero  6      0.000018  0.001003  0.000167
..ecorator.py:167 FunctionMaker.make  11     0.000183  0.001002  0.000091
...py:98 CPUCallConv.get_return_type  21     0.000103  0.000995  0.000047
..low.py:418 CFGraph._find_postorder  10     0.000033  0.000995  0.000099
..__init__.py:1674 sanitize_sequence  11     0.000018  0.000990  0.000090
..e/ssa.py:329 _FixSSAVars._find_def  10     0.000057  0.000990  0.000099
..s.py:1019 TransformedBbox.__init__  40     0.000194  0.000990  0.000025
...py:1596 XAxis.set_minor_formatter  32     0.000042  0.000987  0.000031
..piler.py:484 define_typed_pipeline  6      0.000086  0.000987  0.000164
..b/path.py:617 Path.intersects_bbox  12     0.000060  0.000984  0.000082
..units.py:58 _is_natively_supported  88     0.000281  0.000983  0.000011
..ib/axis.py:747 XAxis.get_transform  194    0.000278  0.000982  0.000005
..cker.py:115 ArgPacker.assign_names  20     0.000098  0.000979  0.000049
../python3.6/enum.py:328 __getitem__  1378   0.000977  0.000977  0.000001
..numba/core/ir.py:1233 Block.append  327    0.000617  0.000977  0.000003
..sSubplot.get_xaxis_text1_transform  18     0.000125  0.000976  0.000054
..e/ir/instructions.py:34 <listcomp>  133    0.000282  0.000973  0.000007
..acker.py:87 ArgPacker.as_arguments  15     0.000106  0.000971  0.000065
...py:869 FontProperties.set_stretch  302    0.000749  0.000970  0.000003
..pi.py:289 PythonAPI.err_set_string  4      0.000038  0.000964  0.000241
..:1153 Interpreter.op_CALL_FUNCTION  18     0.000078  0.000958  0.000053
..r/instructions.py:188 Ret.__init__  48     0.000090  0.000948  0.000020
..ib/path.py:193 Path._update_values  132    0.000549  0.000947  0.000007
..a/core/typing/npydecl.py:490 typer  2      0.000012  0.000946  0.000473
..s.py:733 MarkerStyle._set_tickleft  38     0.000142  0.000938  0.000025
..s.py:2122 resolve_func_from_module  36     0.000144  0.000935  0.000026
...py:448 XTick._get_text2_transform  18     0.000048  0.000933  0.000052
..set.py:52 WeakSet._commit_removals  1414   0.000931  0.000931  0.000001
..low.py:158 CFGraph.post_dominators  6      0.000010  0.000927  0.000155
../matplotlib/axis.py:1121 <genexpr>  12     0.000022  0.000927  0.000077
..nalg/dsolve/linsolve.py:1 <module>  1      0.000020  0.000926  0.000926
...py:164 _fast_from_codes_and_verts  93     0.000316  0.000926  0.000010
..tract.py:123 IntegerLiteral.__ne__  281    0.000387  0.000923  0.000003
..38 JITCodeLibrary.create_ir_module  6      0.000022  0.000922  0.000154
..847 ControlFlowAnalysis._iter_inst  235    0.000490  0.000922  0.000004
...py:169 ModuleRef.global_variables  18     0.000085  0.000913  0.000051
..tlib/__init__.py:108 import_module  15     0.000039  0.000911  0.000061
..n3.6/traceback.py:216 clear_frames  200    0.000556  0.000910  0.000005
../patches.py:722 Rectangle.__init__  3      0.000028  0.000910  0.000303
...py:173 Module.add_global_variable  32     0.000084  0.000906  0.000028
..templates.py:34 Signature.__init__  389    0.000652  0.000906  0.000002
..is.py:1652 XAxis.set_minor_locator  32     0.000202  0.000902  0.000028
..3 BlendedGenericTransform.<lambda>  170    0.000264  0.000896  0.000005
..scipy/sparse/sputils.py:2 <module>  1      0.000012  0.000895  0.000895
..m.py:13 RewriteConstGetitems.match  27     0.000081  0.000895  0.000033
..py:2603 ScaledTranslation.__init__  82     0.000258  0.000894  0.000011
..core/analysis.py:304 find_branches  12     0.000189  0.000889  0.000074
..3.6/functools.py:44 update_wrapper  51     0.000460  0.000889  0.000017
..ore/cgutils.py:930 global_constant  28     0.000076  0.000887  0.000032
..e/cgutils.py:709 get_item_pointer2  7      0.000113  0.000886  0.000127
../_bsplines.py:172 BSpline.__init__  9      0.000167  0.000884  0.000098
..mba/core/extending.py:214 decorate  6      0.000037  0.000884  0.000147
..prs.py:188 RewriteArrayExprs.apply  2      0.000162  0.000878  0.000439
..acker.py:167 _Unflattener.__init__  62     0.000117  0.000876  0.000014
..sSubplot.get_xaxis_text2_transform  18     0.000113  0.000874  0.000049
..honAPI.nrt_adapt_ndarray_to_python  2      0.000028  0.000874  0.000437
..y:707 Line2D._get_transformed_path  35     0.000058  0.000870  0.000025
..Image.py:622 Image._ensure_mutable  1      0.000004  0.000869  0.000869
..transforms.py:1765 Affine2D.frozen  63     0.000230  0.000868  0.000014
..le.py:98 get_interfaces_for_object  4      0.000055  0.000866  0.000216
..ython3.6/posixpath.py:144 basename  131    0.000426  0.000865  0.000007
..kages/PIL/Image.py:616 Image._copy  1      0.000008  0.000864  0.000864
..spect.py:2817 Signature.parameters  1387   0.000864  0.000864  0.000001
..ib._bootstrap_external>:52 _r_long  414    0.000543  0.000864  0.000002
..ortlib._bootstrap>:982 _gcd_import  15     0.000034  0.000861  0.000057
../patches.py:434 Rectangle.set_fill  12     0.000046  0.000861  0.000072
..b/tight_layout.py:167 get_renderer  2      0.000011  0.000859  0.000430
..357 _FixSSAVars._find_def_from_top  29/10  0.000227  0.000859  0.000030
..traceback.py:283 FrameSummary.line  148    0.000262  0.000857  0.000006
..errors.py:207 ColorShell.__enter__  389    0.000548  0.000856  0.000002
../scipy/linalg/blas.py:202 <module>  1      0.000053  0.000855  0.000855
..y/spatial/_plotutils.py:1 <module>  1      0.000008  0.000855  0.000855
..bers.py:1225 literal_int_to_number  13     0.000074  0.000854  0.000066
..lues.py:739 Argument.add_attribute  240    0.000333  0.000851  0.000004
..ges/numba/core/ir.py:591 <genexpr>  216    0.000301  0.000850  0.000004
..python3.6/linecache.py:37 getlines  118    0.000160  0.000849  0.000007
../errors.py:211 ColorShell.__exit__  389    0.000566  0.000849  0.000002
..ues.py:267 MetaDataString.__init__  62     0.000114  0.000846  0.000014
..text.py:1169 Text._preprocess_math  93     0.000326  0.000844  0.000009
..lines.py:1045 Line2D.set_drawstyle  133    0.000352  0.000843  0.000006
..ore/typeinfer.py:104 TypeVar.union  53     0.000078  0.000843  0.000016
..a/core/typeinfer.py:503 <listcomp>  149    0.000336  0.000843  0.000006
..r.py:995 Interpreter.op_STORE_FAST  21     0.000067  0.000842  0.000040
..ckages/pyparsing.py:4091 <genexpr>  283    0.000331  0.000838  0.000003
..e/typing/collections.py:1 <module>  1      0.000037  0.000836  0.000836
..ypes/functions.py:264 Function.key  1311   0.000836  0.000836  0.000001
..ib/utils.py:74 _Deprecate.__call__  10     0.000106  0.000833  0.000083
..chinery.py:24 SimpleTimer.__exit__  396    0.000590  0.000828  0.000002
../lib/function_base.py:244 iterable  396    0.000558  0.000826  0.000002
..e/typing/templates.py:1082 wrapper  40     0.000109  0.000825  0.000021
..ython3.6/inspect.py:2781 <genexpr>  493    0.000586  0.000817  0.000002
..core/event.py:296 install_listener  72     0.000112  0.000813  0.000011
..e.py:118 LinearScale.get_transform  214    0.000312  0.000813  0.000004
..itanium_mangler.py:198 mangle_args  12     0.000029  0.000813  0.000068
..ding/value.py:81 ValueRef.__init__  328    0.000526  0.000813  0.000002
...resolve_value_type_prefer_literal  6      0.000014  0.000812  0.000135
..ines.py:240 Spine._adjust_location  20     0.000174  0.000810  0.000041
..array_function__ internals>:2 diff  41     0.000100  0.000810  0.000020
..otstrap_external>:1067 _path_hooks  21     0.000195  0.000810  0.000039
..s.py:2666 TransformedPath.__init__  38     0.000168  0.000809  0.000021
..rkNrtCallVisitor.visit_Instruction  494    0.000536  0.000809  0.000002
..alues.py:45 GlobalVariable.bitcast  21     0.000095  0.000808  0.000038
..gs.py:449 catch_warnings.__enter__  269    0.000660  0.000808  0.000003
..managers.py:42 dump_refprune_stats  12     0.000142  0.000806  0.000067
..mba/core/ir.py:1130 Scope.redefine  70     0.000203  0.000805  0.000012
..py:673 CPUContext.get_return_value  8      0.000033  0.000802  0.000100
..pycparser/plyparser.py:86 template  1      0.000306  0.000802  0.000802
..timize/_linprog_util.py:3 <module>  1      0.000015  0.000800  0.000800
..e.py:230 _GlobalsIterator._dispose  18     0.000048  0.000798  0.000044
..tlib/figure.py:250 Figure.__init__  1      0.000101  0.000798  0.000798
..decl.py:450 _parse_nested_sequence  4/2    0.000016  0.000796  0.000199
..ing/module.py:56 ModuleRef.__str__  6      0.000045  0.000790  0.000132
..RewriteStringLiteralGetitems.match  27     0.000076  0.000789  0.000029
..hon3.6/typing.py:875 __extrahook__  35     0.000221  0.000784  0.000022
..es/numba/core/ir.py:1251 <genexpr>  535    0.000588  0.000783  0.000001
../core/lowering.py:262 Lower.typeof  741    0.000783  0.000783  0.000001
../itanium_mangler.py:202 <listcomp>  12     0.000024  0.000777  0.000065
..e/ir/instructions.py:199 Ret.descr  48     0.000230  0.000776  0.000016
../core/ir_utils.py:2132 resolve_mod  72/36  0.000282  0.000770  0.000011
..mize/_trlib/__init__.py:1 <module>  1      0.000006  0.000769  0.000769
..pyparsing.py:4442 Forward.__init__  97     0.000318  0.000769  0.000008
..ct.py:2591 BoundArguments.__init__  1128   0.000768  0.000768  0.000001
..hinery.py:20 SimpleTimer.__enter__  396    0.000544  0.000767  0.000002
..py:2236 BlendedAffine2D.get_matrix  53     0.000143  0.000764  0.000014
...py:215 Module._get_metadata_lines  89     0.000207  0.000764  0.000009
<__array_function__ internals>:2 ptp  40     0.000108  0.000764  0.000019
..tlib/text.py:231 Text.get_rotation  93     0.000147  0.000764  0.000008
..unction__ internals>:2 result_type  129    0.000311  0.000762  0.000006
..ing.py:304 ParseException.__init__  845    0.000761  0.000761  0.000001
..le.py:151 Module.declare_intrinsic  32     0.000134  0.000760  0.000024
..lines.py:486 Line2D.set_pickradius  130    0.000210  0.000759  0.000006
.._Unflattener._build_unflatten_code  62     0.000101  0.000759  0.000012
..ase.py:3142 AxesSubplot.set_xbound  2      0.000017  0.000755  0.000378
../npyimpl.py:424 _ufunc_db_function  80     0.000105  0.000755  0.000009
..e/types/functions.py:251 <genexpr>  1223   0.000754  0.000754  0.000001
..angler.py:155 mangle_type_or_value  20     0.000089  0.000753  0.000038
..np/numpy_support.py:394 <listcomp>  398    0.000398  0.000751  0.000002
..ptimize/_root_scalar.py:8 <module>  1      0.000007  0.000748  0.000748
..ckages/cycler.py:349 Cycler.by_key  20     0.000390  0.000748  0.000037
<__array_function__ internals>:2 all  44     0.000109  0.000747  0.000017
..ges/scipy/sparse/lil.py:2 <module>  1      0.000016  0.000747  0.000747
..ist.py:367 Rectangle.get_transform  340    0.000522  0.000745  0.000002
.. PythonAPI.emit_environment_sentry  1      0.000014  0.000745  0.000745
..thonapi.py:771 PythonAPI.tuple_new  1      0.000007  0.000744  0.000744
..ext.py:319 Context.resolve_setitem  3      0.000015  0.000744  0.000248
...py:739 MarkerStyle._set_tickright  38     0.000122  0.000742  0.000020
..rrayHelper._load_effective_address  6      0.000018  0.000741  0.000124
..on3.6/enum.py:797 RegexFlag.__or__  45     0.000164  0.000741  0.000016
..a/core/ir.py:1254 Block.terminator  1220   0.000740  0.000740  0.000001
..python3.6/copy.py:268 _reconstruct  76     0.000335  0.000738  0.000010
..es/abstract.py:92 Omitted.__init__  1132   0.000738  0.000738  0.000001
..parsing.py:4278 MatchFirst.__str__  56     0.000105  0.000736  0.000013
..ericTransform._invalidate_internal  144..  0.000217  0.000732  0.000005
..setbox.py:137 _get_aligned_offsets  36     0.000196  0.000731  0.000020
..ngs.py:468 catch_warnings.__exit__  269    0.000566  0.000731  0.000003
..numba/core/ir.py:372 Expr.__init__  99     0.000409  0.000728  0.000007
..ges/numpy/core/_methods.py:53 _any  143    0.000196  0.000726  0.000005
..tplotlib/lines.py:67 _scale_dashes  297    0.000489  0.000725  0.000002
..ArrayIndexingHelper.update_indices  3      0.000041  0.000724  0.000241
..olate/_fitpack_impl.py:22 <module>  1      0.000025  0.000724  0.000724
